Date,BOLSAA_Price,Bovespa_Brazil_50_Price,CAD_USD_Price,Canada_10Y_BY_Price,Canada_30Y_BY_Price,EUR_USD_Price,Euro_Stoxx_50_Price,JPY_USD_Price,Nikkei_225_Price,Shanghai_Shenzhen_CSI_300_Price,SnP_TSX_Composite_Price,SnP_500_Price,US_10Y_BY_Price,US_30Y_BY.csv_Price,Holiday,weekend,month,quarter
22-05-18,31.68,13880.49,0.7803,2.516,2.501,1.1788,3587.25,0.00903,22960.34,3906.21,16144.79,2724.44,3.063,3.207,FALSE,FALSE,May,Q2
21-05-18,32.06,13742.45,0.7827,2.516,2.501,1.179,3572.57,0.00901,23002.37,3921.24,16144.79,2733.01,3.058,3.201,FALSE,FALSE,May,Q2
18-05-18,32.17,13964.08,0.7763,2.486,2.496,1.1778,3573.76,0.00903,22930.36,3903.06,16162.31,2712.97,3.06,3.202,FALSE,FALSE,May,Q2
17-05-18,32.88,14056.13,0.7809,2.52,2.528,1.1795,3592.18,0.00902,22838.37,3864.05,16143.55,2720.13,3.115,3.25,FALSE,FALSE,May,Q2
16-05-18,32.8,14550.31,0.7821,2.501,2.512,1.1807,3562.85,0.00906,22717.23,3892.84,16108.06,2722.46,3.104,3.223,FALSE,FALSE,May,Q2
15-05-18,32.89,14315.87,0.7768,2.484,2.514,1.1838,3564.29,0.00907,22818.02,3924.1,16097.81,2711.45,3.072,3.198,FALSE,FALSE,May,Q2
14-05-18,33.17,14327.45,0.7805,2.425,2.458,1.1927,3565.74,0.00911,22865.86,3909.29,16085.61,2730.13,3.002,3.132,FALSE,FALSE,May,Q2
11-05-18,33.26,14299.33,0.7817,2.378,2.406,1.1944,3565.52,0.00914,22758.48,3872.84,15983.32,2727.72,2.97,3.102,FALSE,FALSE,May,Q2
10-05-18,34.25,14405.58,0.7833,2.396,2.431,1.1915,3569.71,0.00914,22497.18,3893.06,15959.5,2723.07,2.964,3.109,FALSE,FALSE,May,Q2
09-05-18,32.82,14140.07,0.778,2.394,2.447,1.185,3569.74,0.0091,22408.88,3871.62,15910.81,2697.79,3.006,3.163,FALSE,FALSE,May,Q2
08-05-18,33.8,13898.01,0.7722,2.353,2.422,1.1864,3557.88,0.00917,22508.69,3878.68,15842.71,2671.92,2.972,3.128,FALSE,FALSE,May,Q2
07-05-18,34.66,13851.75,0.7763,2.327,2.411,1.1922,3564.19,0.00918,22467.16,3834.19,15808.63,2672.63,2.952,3.123,FALSE,FALSE,May,Q2
04-05-18,35.1,13905.08,0.7784,2.328,2.407,1.196,3550.59,0.00917,22467.16,3774.6,15729.4,2663.42,2.951,3.123,FALSE,FALSE,May,Q2
03-05-18,35.51,13937.66,0.7784,2.325,2.404,1.1988,3529.12,0.00917,22467.16,3793,15621.47,2629.73,2.948,3.123,FALSE,FALSE,May,Q2
02-05-18,36.87,14152.64,0.7762,2.363,2.431,1.1951,3553.79,0.0091,22472.78,3763.65,15627.93,2635.67,2.976,3.151,FALSE,FALSE,May,Q2
01-05-18,36.87,14152.64,0.7783,2.341,2.409,1.1993,3536.26,0.0091,22508.03,3763.65,15618.93,2654.8,2.968,3.13,FALSE,FALSE,May,Q2
30-04-18,36.08,14420.63,0.7786,2.307,2.402,1.2079,3536.52,0.00915,22508.03,3763.65,15607.88,2648.05,2.955,3.124,FALSE,FALSE,Apr,Q2
27-04-18,35.69,14475.36,0.7795,2.321,2.413,1.213,3518.78,0.00917,22467.87,3756.88,15668.93,2669.91,2.959,3.127,FALSE,FALSE,Apr,Q2
26-04-18,35.17,14467.45,0.7772,2.351,2.442,1.2103,3506.03,0.00915,22319.61,3755.49,15637.59,2666.94,2.983,3.163,FALSE,FALSE,Apr,Q2
25-04-18,36.67,14250.71,0.7786,2.372,2.475,1.2161,3485.83,0.00914,22215.32,3828.7,15509.75,2639.4,3.031,3.212,FALSE,FALSE,Apr,Q2
24-04-18,37.33,14318.89,0.7792,2.355,2.451,1.2232,3510.88,0.00919,22278.12,3843.49,15477,2634.56,2.999,3.183,FALSE,FALSE,Apr,Q2
23-04-18,37.27,14343.83,0.7782,2.355,2.442,1.2209,3513.06,0.00919,22088.04,3766.33,15552.06,2670.29,2.977,3.144,FALSE,FALSE,Apr,Q2
20-04-18,37,14331.05,0.7837,2.339,2.447,1.2288,3494.2,0.00929,22162.24,3760.85,15484.32,2670.14,2.96,3.147,FALSE,FALSE,Apr,Q2
19-04-18,36.7,14381.88,0.7892,2.32,2.426,1.2346,3486.6,0.00931,22191.18,3811.84,15454.42,2693.13,2.913,3.102,FALSE,FALSE,Apr,Q2
18-04-18,37.42,14378.63,0.7918,2.286,2.389,1.2373,3490.89,0.00931,22158.2,3766.28,15529.97,2708.64,2.875,3.061,FALSE,FALSE,Apr,Q2
17-04-18,37.61,14083.47,0.797,2.25,2.348,1.237,3477.91,0.00934,21847.59,3748.64,15353.3,2706.39,2.83,3.017,FALSE,FALSE,Apr,Q2
16-04-18,37.63,13878.78,0.7958,2.274,2.374,1.238,3441.04,0.00934,21835.53,3808.86,15300.38,2677.84,2.829,3.025,FALSE,FALSE,Apr,Q2
13-04-18,37.62,14131.57,0.7928,2.24,2.35,1.2331,3448,0.00931,21778.74,3871.14,15273.97,2656.3,2.825,3.027,FALSE,FALSE,Apr,Q2
12-04-18,35.77,14321.5,0.7946,2.285,2.394,1.2327,3443.97,0.00933,21660.28,3898.64,15269.27,2663.99,2.843,3.046,FALSE,FALSE,Apr,Q2
11-04-18,35.68,14299.25,0.7949,2.202,2.322,1.2367,3419.71,0.00936,21687.1,3938.34,15257.9,2642.19,2.779,2.994,FALSE,FALSE,Apr,Q2
10-04-18,35.78,14172.51,0.7934,2.184,2.317,1.2356,3438.78,0.00934,21794.32,3927.17,15262.14,2656.87,2.801,3.02,FALSE,FALSE,Apr,Q2
09-04-18,36.63,13979.18,0.7875,2.141,2.294,1.2321,3414.85,0.00937,21678.26,3852.93,15227.7,2613.16,2.781,3.014,FALSE,FALSE,Apr,Q2
06-04-18,36.17,14239.51,0.7823,2.144,2.307,1.2283,3408.1,0.00935,21567.52,3852.93,15207.41,2604.47,2.775,3.019,FALSE,FALSE,Apr,Q2
05-04-18,36.2,14301.12,0.7844,2.182,2.341,1.224,3429.95,0.00934,21645.42,3852.93,15356.05,2662.84,2.834,3.074,FALSE,FALSE,Apr,Q2
04-04-18,35.98,14163.4,0.7831,2.174,2.331,1.2278,3340.35,0.00936,21319.55,3854.86,15164.37,2644.69,2.808,3.043,FALSE,FALSE,Apr,Q2
03-04-18,36.32,14204.25,0.7808,2.146,2.292,1.227,3346.93,0.00939,21292.29,3862.48,15180.76,2614.45,2.781,3.014,FALSE,FALSE,Apr,Q2
02-04-18,34.69,14216.5,0.7744,2.114,2.251,1.2302,3346.93,0.00945,21388.58,3886.92,15213.45,2581.88,2.733,2.967,FALSE,FALSE,Apr,Q2
29-03-18,34.69,14329.95,0.7763,2.092,2.228,1.2302,3361.5,0.00939,21159.08,3894.05,15367.29,2640.87,2.741,2.972,FALSE,FALSE,Mar,Q1
28-03-18,34.74,14077.21,0.7738,2.122,2.256,1.2308,3331.25,0.00936,21031.31,3842.72,15169.94,2605,2.783,3.021,FALSE,FALSE,Mar,Q1
27-03-18,35.07,14056.82,0.7762,2.144,2.286,1.2403,3316.95,0.00948,21317.32,3913.27,15216.18,2612.62,2.775,3.027,FALSE,FALSE,Mar,Q1
26-03-18,35.07,14273.74,0.7788,2.233,2.35,1.2443,3278.72,0.00948,20766.1,3879.89,15298.56,2658.55,2.852,3.086,FALSE,FALSE,Mar,Q1
23-03-18,34.99,14160.04,0.7756,2.194,2.313,1.2353,3298.07,0.00955,20617.86,3904.94,15223.74,2588.26,2.813,3.062,FALSE,FALSE,Mar,Q1
22-03-18,33.94,14221.79,0.7728,2.178,2.301,1.2302,3348.19,0.00953,21591.99,4020.35,15399.93,2643.69,2.823,3.058,FALSE,FALSE,Mar,Q1
21-03-18,32.16,14260.29,0.7752,2.259,2.372,1.2338,3401.04,0.00944,21591.99,4061.05,15675.28,2711.93,2.881,3.111,FALSE,FALSE,Mar,Q1
20-03-18,32.44,14117.33,0.7651,2.213,2.344,1.2242,3412.08,0.00939,21380.97,4077.7,15616.36,2716.94,2.9,3.132,FALSE,FALSE,Mar,Q1
19-03-18,32.44,14073.83,0.7647,2.169,2.305,1.2335,3394.79,0.00943,21480.9,4074.25,15589.39,2712.92,2.856,3.088,FALSE,FALSE,Mar,Q1
16-03-18,33.76,14238.95,0.7635,2.139,2.288,1.2289,3437.4,0.00944,21676.51,4056.42,15711.33,2752.01,2.845,3.077,FALSE,FALSE,Mar,Q1
15-03-18,34.66,14248.73,0.7661,2.145,2.296,1.2304,3414.13,0.00941,21803.95,4096.16,15670.62,2747.33,2.826,3.058,FALSE,FALSE,Mar,Q1
14-03-18,34.68,14447.21,0.7719,2.16,2.325,1.2367,3390.98,0.00942,21777.29,4073.34,15653.61,2749.48,2.819,3.059,FALSE,FALSE,Mar,Q1
13-03-18,35.09,14496.95,0.7713,2.204,2.386,1.239,3397.35,0.00939,21968.1,4091.25,15647.14,2765.31,2.844,3.099,FALSE,FALSE,Mar,Q1
12-03-18,35.72,14582.28,0.7789,2.239,2.413,1.2334,3429.48,0.00941,21824.03,4127.67,15604.79,2783.02,2.866,3.128,FALSE,FALSE,Mar,Q1
09-03-18,35.38,14494.97,0.7804,2.271,2.441,1.2307,3420.54,0.00936,21469.2,4108.87,15577.81,2786.57,2.896,3.161,FALSE,FALSE,Mar,Q1
08-03-18,35.5,14260.03,0.7754,2.227,2.401,1.2312,3413.28,0.00939,21368.07,4077.6,15538.7,2738.97,2.857,3.123,FALSE,FALSE,Mar,Q1
07-03-18,35.23,14344.69,0.7745,2.239,2.412,1.2414,3377.36,0.00942,21252.72,4036.65,15472.61,2726.8,2.881,3.15,FALSE,FALSE,Mar,Q1
06-03-18,33.92,14377.94,0.7766,2.232,2.397,1.2404,3357.86,0.00948,21417.76,4066.56,15545.19,2728.12,2.886,3.153,FALSE,FALSE,Mar,Q1
05-03-18,34.87,14432.93,0.7713,2.195,2.373,1.2336,3355.32,0.00941,21042.09,4018.1,15541.28,2720.94,2.883,3.153,FALSE,FALSE,Mar,Q1
02-03-18,35.25,14388.05,0.7764,2.199,2.362,1.2317,3324.75,0.00946,21181.64,4016.46,15384.59,2691.25,2.868,3.142,FALSE,FALSE,Mar,Q1
01-03-18,35.78,14326.67,0.7789,2.176,2.331,1.2268,3399.16,0.00942,21724.47,4049.09,15393.95,2677.67,2.811,3.092,FALSE,FALSE,Mar,Q1
28-02-18,34.94,14321.89,0.7793,2.233,2.375,1.2195,3438.96,0.00938,22068.24,4023.64,15442.68,2713.83,2.864,3.127,FALSE,FALSE,Feb,Q1
27-02-18,35.05,14592.45,0.7827,2.272,2.43,1.2233,3458.03,0.00931,22389.86,4058.98,15671.15,2744.28,2.901,3.163,FALSE,FALSE,Feb,Q1
26-02-18,34.45,14710.79,0.7886,2.254,2.41,1.2318,3463.18,0.00934,22153.63,4118.42,15714.66,2779.6,2.864,3.156,FALSE,FALSE,Feb,Q1
23-02-18,34.19,14650.79,0.7917,2.247,2.397,1.2294,3441.46,0.00936,21892.78,4071.09,15638.45,2747.3,2.866,3.155,FALSE,FALSE,Feb,Q1
22-02-18,34.29,14562.85,0.7871,2.299,2.452,1.2331,3431.99,0.00936,21736.44,4052.73,15508.17,2703.96,2.919,3.204,FALSE,FALSE,Feb,Q1
21-02-18,34.34,14453.3,0.7873,2.354,2.489,1.2284,3430.16,0.0093,21970.81,4052.73,15524.01,2701.33,2.952,3.228,FALSE,FALSE,Feb,Q1
20-02-18,33.26,14413.98,0.7906,2.324,2.461,1.2338,3435.08,0.00931,21925.1,4052.73,15439.44,2716.26,2.891,3.155,FALSE,FALSE,Feb,Q1
19-02-18,34.14,14242.73,0.7961,2.324,2.461,1.2407,3407.79,0.00937,22149.21,4052.73,15439.44,2716.26,2.889,3.136,FALSE,FALSE,Feb,Q1
16-02-18,33.53,14193.3,0.7964,2.319,2.465,1.2406,3426.8,0.00941,21720.25,4052.73,15452.64,2732.22,2.873,3.131,FALSE,FALSE,Feb,Q1
15-02-18,33.74,14150.99,0.8014,2.376,2.506,1.2506,3389.63,0.00942,21464.98,4052.73,15407.66,2731.2,2.906,3.162,FALSE,FALSE,Feb,Q1
14-02-18,33.9,14020.3,0.8006,2.372,2.506,1.245,3369.83,0.00938,21154.17,3966.96,15328.27,2698.63,2.913,3.172,FALSE,FALSE,Feb,Q1
13-02-18,33.4,14020.3,0.7942,2.323,2.473,1.2352,3340.93,0.00928,21244.68,3935.63,15216.47,2662.94,2.833,3.117,FALSE,FALSE,Feb,Q1
12-02-18,33.38,14020.3,0.7953,2.344,2.491,1.2292,3368.25,0.00919,21244.68,3890.1,15241.88,2656,2.858,3.144,FALSE,FALSE,Feb,Q1
09-02-18,33.37,13577.78,0.7951,2.353,2.5,1.2235,3325.99,0.00919,21382.62,3840.65,15034.53,2619.55,2.857,3.165,FALSE,FALSE,Feb,Q1
08-02-18,32.82,13679.64,0.7934,2.373,2.498,1.2247,3377.3,0.00921,21890.86,4012.05,15065.61,2581,2.828,3.13,FALSE,FALSE,Feb,Q1
07-02-18,33.87,13889.8,0.7956,2.373,2.475,1.2264,3454.52,0.00916,21645.37,4050.5,15330.58,2681.66,2.834,3.109,FALSE,FALSE,Feb,Q1
06-02-18,35.44,14086.93,0.8005,2.364,2.461,1.2377,3394.92,0.00912,21610.24,4148.89,15363.93,2695.14,2.805,3.067,FALSE,FALSE,Feb,Q1
05-02-18,35.44,13747.32,0.7975,2.292,2.417,1.2367,3478.77,0.00917,22682.08,4274.15,15334.81,2648.94,2.709,3.003,FALSE,FALSE,Feb,Q1
02-02-18,35.61,14114.9,0.8047,2.362,2.439,1.2462,3523.28,0.00908,23274.53,4271.23,15606.03,2762.13,2.841,3.087,FALSE,FALSE,Feb,Q1
01-02-18,35.95,14359.5,0.8153,2.364,2.417,1.251,3577.35,0.00914,23486.11,4245.9,15860.92,2821.98,2.782,3.017,FALSE,FALSE,Feb,Q1
31-01-18,35.62,14260.57,0.812,2.289,2.358,1.2421,3609.29,0.00916,23098.29,4275.9,15951.67,2823.81,2.712,2.941,FALSE,FALSE,Jan,Q1
30-01-18,35.75,14184.36,0.8107,2.294,2.376,1.2402,3606.75,0.00919,23291.97,4256.1,15955.51,2822.43,2.724,2.975,FALSE,FALSE,Jan,Q1
29-01-18,35.28,14217.68,0.8105,2.28,2.345,1.2382,3643.04,0.00918,23629.34,4302.02,16094.72,2853.53,2.699,2.949,FALSE,FALSE,Jan,Q1
26-01-18,35.84,14360.17,0.8123,2.264,2.33,1.2421,3647.41,0.00921,23631.88,4381.3,16239.22,2872.87,2.66,2.911,FALSE,FALSE,Jan,Q1
25-01-18,35.68,14360.17,0.8076,2.243,2.343,1.2397,3630.15,0.00912,23669.49,4365.08,16204.01,2839.25,2.624,2.891,FALSE,FALSE,Jan,Q1
24-01-18,35.01,14051.03,0.8098,2.263,2.373,1.2408,3643.22,0.00915,23940.78,4389.89,16284.21,2837.54,2.648,2.931,FALSE,FALSE,Jan,Q1
23-01-18,34.79,13547.9,0.8054,2.229,2.352,1.2299,3672.29,0.00908,24124.15,4382.61,16357.55,2839.13,2.617,2.897,FALSE,FALSE,Jan,Q1
22-01-18,35.26,13704,0.8036,2.239,2.366,1.2262,3665.28,0.00901,23816.33,4336.6,16347.98,2832.97,2.656,2.917,FALSE,FALSE,Jan,Q1
19-01-18,34.68,13621.85,0.8007,2.243,2.376,1.2222,3649.07,0.00903,23808.06,4285.4,16353.46,2810.3,2.661,2.933,FALSE,FALSE,Jan,Q1
18-01-18,34.69,13582.62,0.8053,2.223,2.35,1.2239,3620.91,0.00901,23763.37,4271.42,16284.47,2798.03,2.624,2.901,FALSE,FALSE,Jan,Q1
17-01-18,34.49,13615.8,0.804,2.204,2.348,1.2186,3612.78,0.00898,23868.34,4248.12,16326.7,2802.56,2.587,2.854,FALSE,FALSE,Jan,Q1
16-01-18,34.23,13378.09,0.8042,2.171,2.343,1.226,3622.01,0.00906,23951.81,4258.47,16298.88,2776.42,2.539,2.831,FALSE,FALSE,Jan,Q1
15-01-18,33.88,13357.17,0.8045,2.19,2.372,1.2263,3611.81,0.00904,23714.88,4225.24,16371.81,2776.42,2.552,2.855,FALSE,FALSE,Jan,Q1
12-01-18,33.88,13295.49,0.8027,2.176,2.369,1.2187,3612.61,0.009,23653.82,4225,16308.18,2786.24,2.55,2.852,FALSE,FALSE,Jan,Q1
11-01-18,33.6,13298.43,0.7988,2.166,2.378,1.2032,3595.24,0.00899,23710.43,4205.59,16286.94,2767.56,2.537,2.867,FALSE,FALSE,Jan,Q1
10-01-18,34.16,13098.04,0.797,2.163,2.389,1.1947,3609.83,0.00897,23788.2,4207.81,16247.95,2748.23,2.559,2.899,FALSE,FALSE,Jan,Q1
09-01-18,34.51,13208.28,0.8023,2.205,2.411,1.1937,3622.87,0.00887,23849.99,4189.3,16319.24,2751.29,2.551,2.893,FALSE,FALSE,Jan,Q1
08-01-18,34.55,13294.42,0.8051,2.156,2.354,1.1967,3616.45,0.00884,23849.99,4160.16,16317.65,2747.71,2.48,2.81,FALSE,FALSE,Jan,Q1
05-01-18,34.63,13239.31,0.8058,2.156,2.361,1.203,3607.63,0.00884,23714.53,4138.75,16349.44,2743.15,2.476,2.808,FALSE,FALSE,Jan,Q1
04-01-18,34.34,13167.37,0.8009,2.082,2.32,1.2068,3568.88,0.00887,23506.33,4128.81,16412.94,2723.99,2.453,2.785,FALSE,FALSE,Jan,Q1
03-01-18,33.85,13048.15,0.7978,2.051,2.294,1.2014,3509.88,0.00888,23506.33,4111.39,16371.55,2713.06,2.445,2.782,FALSE,FALSE,Jan,Q1
02-01-18,33.95,13022.09,0.7992,2.081,2.319,1.2059,3490.19,0.00891,23506.33,4087.4,16309.99,2695.81,2.462,2.809,FALSE,FALSE,Jan,Q1
01-01-18,33.95,13022.09,0.7972,2.081,2.319,1.201,3490.19,0.00887,23506.33,4087.4,16309.99,2695.81,2.405,2.739,FALSE,FALSE,Jan,Q1
29-12-17,33.85,13022.09,0.795,2.042,2.267,1.1998,3503.96,0.00887,22764.94,4030.85,16209.13,2673.61,2.405,2.739,FALSE,FALSE,Dec,Q4
28-12-17,33.54,12765.46,0.7956,2.031,2.239,1.1943,3524.31,0.00886,22783.98,4018.9,16221.95,2687.54,2.434,2.758,FALSE,FALSE,Dec,Q4
27-12-17,33.17,12714.38,0.7902,1.978,2.195,1.1888,3550.17,0.00883,22911.21,3991.21,16203.13,2682.62,2.413,2.748,FALSE,FALSE,Dec,Q4
26-12-17,34.46,12653.12,0.788,1.978,2.246,1.1858,3550.17,0.00883,22892.69,4053.62,16203.13,2680.5,2.474,2.822,FALSE,FALSE,Dec,Q4
25-12-17,34.46,12653.12,0.7856,1.978,2.246,1.1869,3550.17,0.00883,22939.18,4041.54,16203.13,2680.5,2.492,2.85,FALSE,FALSE,Dec,Q4
22-12-17,33.96,12566.11,0.7853,2.026,2.248,1.1858,3553.39,0.00883,22902.76,4054.6,16165.27,2683.34,2.485,2.833,FALSE,FALSE,Dec,Q4
21-12-17,33.66,12559.66,0.7851,2.028,2.248,1.1873,3570.78,0.00882,22866.1,4067.85,16182.63,2684.57,2.484,2.84,FALSE,FALSE,Dec,Q4
20-12-17,34,12261.91,0.7792,1.991,2.249,1.1871,3552.65,0.00883,22891.72,4030.49,16159.67,2679.25,2.497,2.877,FALSE,FALSE,Dec,Q4
19-12-17,33.74,12145.9,0.7765,1.934,2.198,1.184,3582.22,0.00885,22868,4035.33,16133.35,2681.47,2.459,2.814,FALSE,FALSE,Dec,Q4
18-12-17,33.71,12214.09,0.7773,1.859,2.137,1.1782,3609.42,0.00888,22901.77,3985.29,16131.64,2690.16,2.394,2.74,FALSE,FALSE,Dec,Q4
15-12-17,33,12130.46,0.7775,1.836,2.114,1.1754,3560.53,0.00888,22553.22,3980.86,16041.98,2675.81,2.351,2.686,FALSE,FALSE,Dec,Q4
14-12-17,33.17,12103.7,0.7815,1.855,2.148,1.1778,3556.22,0.0089,22694.45,4026.15,16016.46,2652.01,2.349,2.706,FALSE,FALSE,Dec,Q4
13-12-17,33.46,12183.4,0.7803,1.843,2.155,1.1827,3581.75,0.00887,22758.07,4050.09,16136.59,2662.85,2.348,2.73,FALSE,FALSE,Dec,Q4
12-12-17,33.46,12337.71,0.7775,1.866,2.166,1.1742,3600.35,0.00881,22866.17,4016.02,16114.03,2664.11,2.403,2.775,FALSE,FALSE,Dec,Q4
11-12-17,32.03,12164.55,0.778,1.862,2.161,1.1768,3582.21,0.00881,22938.73,4069.5,16103.51,2659.99,2.39,2.777,FALSE,FALSE,Dec,Q4
08-12-17,32.28,12150.68,0.7785,1.861,2.167,1.1764,3591.45,0.00881,22811.08,4003.38,16096.07,2651.5,2.378,2.767,FALSE,FALSE,Dec,Q4
07-12-17,31.43,12109.9,0.7782,1.855,2.167,1.1773,3573.13,0.00883,22498.03,3971.06,16015.68,2636.98,2.362,2.759,FALSE,FALSE,Dec,Q4
06-12-17,31.88,12238.39,0.7819,1.857,2.166,1.1796,3561.57,0.00891,22177.04,4015.82,15908.78,2629.27,2.34,2.727,FALSE,FALSE,Dec,Q4
05-12-17,32.09,12117.51,0.7882,1.893,2.189,1.1826,3570.57,0.00889,22622.38,4040.17,15915.68,2629.57,2.353,2.732,FALSE,FALSE,Dec,Q4
04-12-17,31.66,12207.17,0.7893,1.924,2.216,1.1866,3576.22,0.00889,22707.16,4018.86,15969.03,2639.44,2.372,2.762,FALSE,FALSE,Dec,Q4
01-12-17,32.01,12070.26,0.7884,1.908,2.202,1.1891,3527.55,0.00891,22819.03,3998.14,16038.97,2642.22,2.363,2.758,FALSE,FALSE,Dec,Q4
30-11-17,31.97,12020.2,0.7754,1.885,2.228,1.1904,3569.93,0.00888,22724.96,4006.1,16067.48,2647.58,2.415,2.832,FALSE,FALSE,Nov,Q4
29-11-17,31.93,12144.67,0.7773,1.882,2.236,1.1848,3589.91,0.00893,22597.2,4053.75,15967.72,2626.07,2.388,2.824,FALSE,FALSE,Nov,Q4
28-11-17,31.86,12377.47,0.7803,1.841,2.203,1.1841,3583.49,0.00896,22486.24,4055.82,16029.64,2627.04,2.326,2.756,FALSE,FALSE,Nov,Q4
27-11-17,31.21,12364.72,0.7832,1.866,2.226,1.1898,3564.02,0.00899,22495.99,4049.95,16042.12,2601.42,2.331,2.769,FALSE,FALSE,Nov,Q4
24-11-17,31.37,12375.46,0.7864,1.889,2.234,1.193,3581.23,0.00897,22550.85,4104.2,16108.09,2602.42,2.34,2.761,FALSE,FALSE,Nov,Q4
23-11-17,31.19,12432.88,0.7865,1.893,2.239,1.1852,3572.07,0.00899,22550.85,4102.4,16074.3,2602.42,2.326,2.741,FALSE,FALSE,Nov,Q4
22-11-17,31.65,12444.81,0.7879,1.904,2.251,1.1822,3562.65,0.00898,22523.15,4227.57,16073.58,2597.08,2.321,2.741,FALSE,FALSE,Nov,Q4
21-11-17,31.85,12461.43,0.7826,1.919,2.264,1.1738,3579.32,0.0089,22416.48,4217.7,16076.65,2599.03,2.358,2.76,FALSE,FALSE,Nov,Q4
20-11-17,31.85,12461.43,0.7801,1.955,2.294,1.1732,3561.41,0.00889,22261.76,4143.83,16004.4,2582.14,2.368,2.782,FALSE,FALSE,Nov,Q4
17-11-17,31.86,12266.89,0.7835,1.939,2.276,1.1795,3547.46,0.00892,22396.8,4120.85,15998.57,2578.85,2.345,2.779,FALSE,FALSE,Nov,Q4
16-11-17,31.57,12107.6,0.7839,1.971,2.298,1.177,3564.8,0.00885,22351.12,4105.01,15935.37,2585.64,2.375,2.824,FALSE,FALSE,Nov,Q4
15-11-17,31.36,12107.6,0.7834,1.911,2.245,1.1792,3545.72,0.00887,22028.32,4073.67,15878.48,2564.62,2.326,2.768,FALSE,FALSE,Nov,Q4
14-11-17,31.63,11826.51,0.7855,1.949,2.276,1.1798,3556.38,0.00882,22380.01,4099.35,15913.13,2578.87,2.375,2.832,FALSE,FALSE,Nov,Q4
13-11-17,31.82,12102.51,0.7853,1.949,2.276,1.1667,3574.52,0.00881,22380.99,4128.07,16026.26,2584.84,2.407,2.874,FALSE,FALSE,Nov,Q4
10-11-17,31.94,12049.7,0.7885,1.97,2.306,1.1665,3593.76,0.00881,22681.42,4111.91,16039.26,2582.3,2.402,2.883,FALSE,FALSE,Nov,Q4
09-11-17,32.36,12179.91,0.7885,1.937,2.274,1.1642,3612.5,0.00882,22868.71,4075.9,16082.09,2584.62,2.34,2.814,FALSE,FALSE,Nov,Q4
08-11-17,32.43,12423.9,0.7857,1.924,2.255,1.1595,3655.04,0.00878,22913.82,4048.01,16105.35,2594.38,2.334,2.791,FALSE,FALSE,Nov,Q4
07-11-17,32.9,12102.77,0.7829,1.893,2.224,1.1587,3658.77,0.00879,22937.6,4054.25,16131.79,2590.64,2.316,2.779,FALSE,FALSE,Nov,Q4
06-11-17,32.51,12424.61,0.7872,1.927,2.247,1.161,3682.36,0.00879,22548.35,4020.89,16092.2,2591.13,2.318,2.797,FALSE,FALSE,Nov,Q4
03-11-17,32.8,12359.18,0.7835,1.957,2.27,1.1609,3689.96,0.00877,22548.35,3992.7,16020.16,2587.84,2.333,2.812,FALSE,FALSE,Nov,Q4
02-11-17,32.8,12359.18,0.7807,1.958,2.285,1.1658,3688.8,0.00877,22539.12,3997.13,16014.99,2579.85,2.349,2.827,FALSE,FALSE,Nov,Q4
01-11-17,32.08,12338.1,0.7771,1.974,2.304,1.1619,3697.4,0.00876,22420.08,3996.62,16029.33,2579.36,2.372,2.856,FALSE,FALSE,Nov,Q4
31-10-17,32.01,12418.75,0.7761,1.952,2.302,1.1646,3673.95,0.00879,22011.61,4006.72,16025.59,2575.26,2.377,2.875,FALSE,FALSE,Oct,Q4
30-10-17,31.8,12502.68,0.7794,1.956,2.315,1.1651,3662.18,0.00885,22011.67,4009.72,16002.78,2572.83,2.37,2.883,FALSE,FALSE,Oct,Q4
27-10-17,32.13,12694.89,0.7808,1.988,2.339,1.161,3652.23,0.00879,22008.45,4021.97,15953.51,2581.07,2.416,2.925,FALSE,FALSE,Oct,Q4
26-10-17,31.83,12684.87,0.7784,2.033,2.378,1.165,3637.2,0.00876,21739.78,3993.58,15891.63,2560.4,2.463,2.972,FALSE,FALSE,Oct,Q4
25-10-17,31.99,12813.1,0.7815,2.046,2.391,1.1813,3591.46,0.00881,21707.62,3976.95,15854.77,2557.15,2.435,2.945,FALSE,FALSE,Oct,Q4
24-10-17,31.96,12761.62,0.789,2.065,2.397,1.1761,3610.69,0.00878,21805.17,3959.4,15905.14,2569.13,2.421,2.936,FALSE,FALSE,Oct,Q4
23-10-17,31.33,12603.03,0.7903,2.022,2.369,1.1749,3608.87,0.00882,21696.65,3930.8,15855.76,2564.98,2.37,2.886,FALSE,FALSE,Oct,Q4
20-10-17,31.83,12766.17,0.792,2.029,2.373,1.1785,3605.09,0.00881,21457.64,3926.85,15857.22,2575.21,2.383,2.894,FALSE,FALSE,Oct,Q4
19-10-17,31.59,12754.66,0.8009,2.012,2.35,1.1852,3602.08,0.00887,21448.52,3931.25,15818,2562.1,2.318,2.837,FALSE,FALSE,Oct,Q4
18-10-17,31.06,12804.86,0.8021,2.037,2.371,1.1787,3619.65,0.00885,21363.05,3944.16,15782.16,2561.26,2.345,2.851,FALSE,FALSE,Oct,Q4
17-10-17,30.38,12743.5,0.7986,2.016,2.357,1.1766,3607.77,0.00891,21336.12,3913.07,15816.9,2559.36,2.302,2.804,FALSE,FALSE,Oct,Q4
16-10-17,30.56,12857.57,0.7988,2.03,2.382,1.1797,3606.27,0.00891,21255.56,3913.45,15802.7,2557.64,2.305,2.821,FALSE,FALSE,Oct,Q4
