Date,BOLSAA_Price,Bovespa_Brazil_50_Price,CAD_USD_Price,Canada_10Y_BY_Price,Canada_30Y_BY_Price,EUR_USD_Price,Euro_Stoxx_50_Price,JPY_USD_Price,Nikkei_225_Price,Shanghai_Shenzhen_CSI_300_Price,SnP_TSX_Composite_Price,SnP_500_Price,US_10Y_BY_Price,US_30Y_BY.csv_Price,Holiday,weekend,month,quarter
13-01-17,28.12,10617.56,0.7626,1.715,2.316,1.0644,3324.34,0.0087,19287.28,3319.91,15497.28,2274.64,2.398,2.99,FALSE,FALSE,Jan,Q1
12-01-17,27.52,10672.71,0.7607,1.667,2.268,1.0613,3286.7,0.0087,19134.7,3317.62,15418.16,2270.44,2.361,2.962,FALSE,FALSE,Jan,Q1
11-01-17,27.71,10429.98,0.7588,1.683,2.282,1.0582,3307.94,0.0087,19364.67,3334.5,15491.54,2275.32,2.37,2.952,FALSE,FALSE,Jan,Q1
10-01-17,27.12,10379.22,0.7558,1.682,2.281,1.0554,3306.21,0.0086,19301.44,3358.27,15426.28,2268.9,2.377,2.968,FALSE,FALSE,Jan,Q1
09-01-17,27.08,10307.09,0.7567,1.68,2.28,1.0574,3308.97,0.0086,19301.44,3363.9,15388.95,2268.9,2.368,2.963,FALSE,FALSE,Jan,Q1
06-01-17,27,10303.37,0.7555,1.728,2.316,1.0533,3321.17,0.0085,19454.33,3347.67,15496.05,2276.98,2.421,3.008,FALSE,FALSE,Jan,Q1
05-01-17,27.96,10368.74,0.7561,1.659,2.256,1.0607,3316.47,0.0087,19520.69,3367.79,15586.58,2269,2.348,2.944,FALSE,FALSE,Jan,Q1
04-01-17,27.66,10286.13,0.7518,1.711,2.298,1.0488,3317.52,0.0085,19594.16,3368.31,15516.75,2270.75,2.441,3.041,FALSE,FALSE,Jan,Q1
03-01-17,27.74,10329.42,0.7446,1.741,2.329,1.0406,3315.02,0.0085,19594.16,3342.23,15403.03,2257.83,2.448,3.051,FALSE,FALSE,Jan,Q1
02-01-17,27.17,9959.47,0.7441,1.741,2.329,1.0459,3308.67,0.0085,19594.16,3342.23,15403.03,2257.83,2.446,3.063,FALSE,FALSE,Jan,Q1
30-12-16,27.29,9959.47,0.7444,1.714,2.31,1.0516,3290.52,0.0085,19114.37,3310.08,15287.59,2238.83,2.446,3.063,FALSE,FALSE,Dec,Q4
29-12-16,27.33,10066.39,0.7406,1.715,2.316,1.0492,3271.76,0.0086,19145.14,3297.76,15422.12,2249.26,2.477,3.079,FALSE,FALSE,Dec,Q4
28-12-16,27.65,9991.52,0.7374,1.736,2.335,1.0412,3278.72,0.0085,19401.72,3301.89,15361.1,2249.92,2.512,3.094,FALSE,FALSE,Dec,Q4
27-12-16,27.07,9812.28,0.7367,1.797,2.39,1.0457,3278.53,0.0085,19403.06,3316.39,15361.1,2268.88,2.561,3.135,FALSE,FALSE,Dec,Q4
26-12-16,26.91,9799.53,0.7402,1.797,2.39,1.0456,3278.53,0.0085,19396.64,3322.4,15361.1,2268.88,2.543,3.116,FALSE,FALSE,Dec,Q4
23-12-16,26.95,9685.18,0.7388,1.797,2.39,1.0457,3273.97,0.0085,19396.64,3307.6,15328.15,2263.79,2.543,3.116,FALSE,FALSE,Dec,Q4
22-12-16,27.06,9571.3,0.7416,1.82,2.407,1.0437,3269.51,0.0085,19427.67,3335.67,15335.23,2260.96,2.553,3.127,FALSE,FALSE,Dec,Q4
21-12-16,27.61,9635.48,0.7456,1.806,2.396,1.0425,3270.75,0.0085,19444.49,3338.54,15305.89,2265.18,2.538,3.112,FALSE,FALSE,Dec,Q4
20-12-16,27.82,9627.16,0.748,1.804,2.403,1.0387,3279.41,0.0085,19494.53,3309.06,15292.96,2270.76,2.561,3.14,FALSE,FALSE,Dec,Q4
19-12-16,27.56,9549.6,0.7459,1.783,2.385,1.0402,3257.85,0.0085,19391.6,3328.98,15269.85,2262.53,2.544,3.125,FALSE,FALSE,Dec,Q4
16-12-16,27.3,9764.26,0.7499,1.831,2.425,1.0451,3259.24,0.0085,19401.15,3346.03,15252.2,2258.07,2.599,3.182,FALSE,FALSE,Dec,Q4
15-12-16,27.14,9766.67,0.7499,1.836,2.411,1.0414,3249.74,0.0085,19273.79,3340.43,15218.31,2262.03,2.606,3.165,FALSE,FALSE,Dec,Q4
14-12-16,27.54,9737.42,0.7529,1.792,2.388,1.0537,3211.71,0.0085,19253.61,3378.95,15197.18,2253.28,2.567,3.179,FALSE,FALSE,Dec,Q4
13-12-16,27.47,9916.76,0.7617,1.758,2.38,1.0627,3236.71,0.0087,19250.52,3405.04,15385.27,2271.72,2.473,3.132,FALSE,FALSE,Dec,Q4
12-12-16,27.47,9896.32,0.7615,1.746,2.376,1.0635,3199.11,0.0087,19155.03,3409.18,15287.7,2256.96,2.477,3.155,FALSE,FALSE,Dec,Q4
09-12-16,27.85,10116.01,0.7588,1.728,2.342,1.0562,3197.54,0.0087,18996.37,3493.7,15312.2,2259.53,2.466,3.155,FALSE,FALSE,Dec,Q4
08-12-16,27.78,10142.69,0.7581,1.658,2.279,1.0615,3185.79,0.0088,18765.47,3470.14,15295.2,2246.19,2.409,3.104,FALSE,FALSE,Dec,Q4
07-12-16,27.17,10269.01,0.7557,1.595,2.207,1.0753,3142.24,0.0088,18496.69,3475.75,15237.75,2241.35,2.344,3.026,FALSE,FALSE,Dec,Q4
06-12-16,27.21,10220.05,0.7531,1.635,2.238,1.0719,3100.76,0.0088,18360.54,3459.15,15125.8,2212.23,2.392,3.078,FALSE,FALSE,Dec,Q4
05-12-16,27.13,10015.36,0.7537,1.626,2.222,1.0764,3052.75,0.0088,18274.99,3469.41,15095.17,2204.71,2.401,3.071,FALSE,FALSE,Dec,Q4
02-12-16,27.4,10095.6,0.7522,1.619,2.224,1.0673,3015.13,0.0088,18426.08,3528.95,15052.52,2191.95,2.392,3.071,FALSE,FALSE,Dec,Q4
01-12-16,27.18,9963.29,0.751,1.674,2.265,1.0662,3030.98,0.0088,18513.12,3565.04,15027.53,2191.08,2.454,3.111,FALSE,FALSE,Dec,Q4
30-11-16,27.23,10356.99,0.7443,1.584,2.167,1.0588,3051.61,0.0087,18308.48,3538,15082.85,2198.81,2.39,3.044,FALSE,FALSE,Nov,Q4
29-11-16,27.31,10205.75,0.7445,1.51,2.092,1.065,3038.42,0.0089,18307.04,3564.04,14999.81,2204.66,2.293,2.947,FALSE,FALSE,Nov,Q4
28-11-16,27.15,10514.28,0.7456,1.525,2.113,1.0615,3016.8,0.009,18356.89,3535.08,15015.36,2201.72,2.312,2.975,FALSE,FALSE,Nov,Q4
25-11-16,27.8,10297.32,0.7391,1.56,2.143,1.0587,3048.38,0.0088,18381.22,3521.3,15075.44,2213.35,2.359,3.008,FALSE,FALSE,Nov,Q4
24-11-16,27.9,10272.58,0.7412,1.591,2.179,1.0554,3040.6,0.0088,18333.41,3488.74,15075.2,2213.35,2.382,3.047,FALSE,FALSE,Nov,Q4
23-11-16,27.99,10369.54,0.7414,1.536,2.169,1.056,3032.14,0.0089,18333.41,3474.73,15080.91,2204.72,2.355,3.024,FALSE,FALSE,Nov,Q4
22-11-16,27.96,10362.4,0.744,1.54,2.181,1.0626,3044.33,0.009,18162.94,3468.36,15100.38,2202.94,2.314,2.999,FALSE,FALSE,Nov,Q4
21-11-16,27.96,10214.83,0.7452,1.57,2.203,1.0629,3032.97,0.009,18106.02,3441.11,15039.87,2198.18,2.314,2.99,FALSE,FALSE,Nov,Q4
18-11-16,27.92,10034.49,0.7407,1.579,2.213,1.0588,3020.83,0.009,17967.41,3417.46,14864.03,2181.9,2.348,3.026,FALSE,FALSE,Nov,Q4
17-11-16,28.21,10005.28,0.7395,1.561,2.179,1.0626,3041.79,0.0091,17862.63,3436.53,14826.09,2187.12,2.297,3.006,FALSE,FALSE,Nov,Q4
16-11-16,28.22,10168.18,0.7437,1.507,2.128,1.069,3026.36,0.0092,17862.21,3429.59,14733.22,2176.94,2.214,2.915,FALSE,FALSE,Nov,Q4
15-11-16,28.57,10168.18,0.7436,1.538,2.162,1.0722,3049.72,0.0092,17668.15,3429.87,14756.1,2180.39,2.229,2.966,FALSE,FALSE,Nov,Q4
14-11-16,28.12,9983.74,0.7377,1.551,2.193,1.0737,3039.8,0.0092,17672.62,3430.25,14598.45,2164.2,2.254,3.001,FALSE,FALSE,Nov,Q4
10-11-16,28.7,10241.1,0.7424,1.432,2.074,1.0893,3046.59,0.0094,17344.42,3390.61,14744.25,2167.48,2.138,2.945,FALSE,FALSE,Nov,Q4
09-11-16,28.78,10580.52,0.7451,1.37,2.016,1.0909,3056.29,0.0094,16251.54,3353.05,14759.91,2163.26,2.068,2.857,FALSE,FALSE,Nov,Q4
08-11-16,29.94,10732.7,0.7526,1.271,1.911,1.1026,3023.43,0.0095,17171.38,3371.12,14656.84,2139.56,1.858,2.617,FALSE,FALSE,Nov,Q4
07-11-16,29.41,10714.68,0.7484,1.22,1.872,1.104,3009.28,0.0096,17177.21,3356.59,14652.45,2131.52,1.828,2.601,FALSE,FALSE,Nov,Q4
04-11-16,28.85,10308.43,0.746,1.16,1.816,1.1138,2954.53,0.0097,16905.36,3354.17,14509.25,2085.18,1.778,2.562,FALSE,FALSE,Nov,Q4
03-11-16,29.02,10335.99,0.7464,1.198,1.848,1.1105,2973.49,0.0097,16905.36,3365.09,14583.42,2088.66,1.81,2.597,FALSE,FALSE,Nov,Q4
02-11-16,29.02,10335.99,0.7468,1.185,1.829,1.1097,2980.17,0.0097,17134.68,3333.35,14594.72,2097.94,1.801,2.565,FALSE,FALSE,Nov,Q4
01-11-16,30.17,10602.49,0.7468,1.208,1.851,1.1056,3023.15,0.0096,17442.4,3359.05,14778.32,2111.72,1.827,2.577,FALSE,FALSE,Nov,Q4
31-10-16,30.28,10870.22,0.7457,1.196,1.849,1.0981,3055.25,0.0095,17425.02,3336.28,14787.27,2126.15,1.825,2.58,FALSE,FALSE,Oct,Q4
28-10-16,30.91,10767.03,0.7463,1.228,1.89,1.0987,3079.24,0.0095,17446.41,3340.13,14785.29,2126.41,1.849,2.616,FALSE,FALSE,Oct,Q4
27-10-16,31.09,10759.9,0.747,1.238,1.895,1.0897,3085.17,0.0095,17336.42,3345.7,14833.75,2133.04,1.85,2.611,FALSE,FALSE,Oct,Q4
26-10-16,30.76,10687.15,0.7473,1.16,1.829,1.0909,3080.98,0.0096,17391.84,3354.8,14807.56,2139.43,1.791,2.54,FALSE,FALSE,Oct,Q4
25-10-16,31.05,10694.01,0.749,1.138,1.812,1.0888,3087.41,0.0096,17365.25,3367.45,14870.63,2143.16,1.758,2.501,FALSE,FALSE,Oct,Q4
24-10-16,31.46,10730.64,0.7527,1.165,1.824,1.0883,3093.86,0.0096,17234.42,3367.58,14923.01,2151.33,1.766,2.519,FALSE,FALSE,Oct,Q4
21-10-16,31.19,10738.17,0.7498,1.131,1.797,1.0884,3077.65,0.0096,17184.59,3327.74,14939.04,2141.16,1.736,2.486,FALSE,FALSE,Oct,Q4
20-10-16,31.7,10690.14,0.7559,1.174,1.832,1.093,3076.63,0.0096,17235.5,3318.6,14847.92,2141.34,1.756,2.505,FALSE,FALSE,Oct,Q4
19-10-16,32.46,10635.47,0.7625,1.193,1.846,1.0974,3055.94,0.0097,16998.91,3316.24,14840.49,2144.29,1.747,2.508,FALSE,FALSE,Oct,Q4
18-10-16,32.08,10682.5,0.7629,1.194,1.834,1.0981,3046.99,0.0096,16963.61,3321.33,14752.25,2139.6,1.74,2.505,FALSE,FALSE,Oct,Q4
17-10-16,32.09,10506.09,0.7619,1.221,1.847,1.0999,3008.72,0.0096,16900.12,3277.88,14596.52,2126.5,1.768,2.525,FALSE,FALSE,Oct,Q4
14-10-16,31.52,10346.39,0.7611,1.249,1.867,1.0971,3025.19,0.0096,16856.37,3305.85,14584.99,2132.98,1.805,2.563,FALSE,FALSE,Oct,Q4
13-10-16,31.63,10238.02,0.7581,1.18,1.803,1.1056,2975.04,0.0096,16774.24,3302.65,14643.71,2132.55,1.746,2.481,FALSE,FALSE,Oct,Q4
12-10-16,31.39,10238.02,0.7532,1.197,1.832,1.1008,3008.03,0.0096,16840,3300.01,14618.97,2139.18,1.771,2.498,FALSE,FALSE,Oct,Q4
11-10-16,31.71,10225.69,0.754,1.199,1.835,1.1054,3020.69,0.0097,17024.76,3306.56,14549.6,2136.73,1.767,2.504,FALSE,FALSE,Oct,Q4
10-10-16,31.77,10336.71,0.759,1.199,1.835,1.1138,3035.76,0.0096,17024.76,3293.87,14549.6,2163.66,1.765,2.497,FALSE,FALSE,Oct,Q4
07-10-16,30.82,10242.17,0.752,1.17,1.82,1.1201,3000.57,0.0097,16860.09,3293.87,14566.26,2153.74,1.723,2.455,FALSE,FALSE,Oct,Q4
06-10-16,30.96,10167.18,0.7567,1.139,1.795,1.1151,3021.58,0.0096,16899.1,3293.87,14595.5,2160.77,1.739,2.456,FALSE,FALSE,Oct,Q4
05-10-16,30.96,10099.05,0.7589,1.091,1.759,1.1206,3026.28,0.0097,16819.24,3293.87,14610.58,2159.73,1.706,2.425,FALSE,FALSE,Oct,Q4
04-10-16,30.72,9947.14,0.758,1.068,1.735,1.1204,3029.5,0.0097,16735.65,3293.87,14521.01,2150.49,1.69,2.414,FALSE,FALSE,Oct,Q4
03-10-16,30.79,9966.33,0.7622,1.016,1.675,1.1211,2998.5,0.0098,16598.67,3293.87,14689.04,2161.2,1.627,2.345,FALSE,FALSE,Oct,Q4
30-09-16,30.89,9784.38,0.7617,0.997,1.658,1.1241,3002.24,0.0099,16449.84,3253.28,14725.86,2168.27,1.598,2.318,FALSE,FALSE,Sep,Q3
29-09-16,30.92,9780.05,0.7609,0.955,1.627,1.1223,2991.58,0.0099,16693.71,3244.39,14754.55,2151.13,1.558,2.277,FALSE,FALSE,Sep,Q3
28-09-16,31,9948.64,0.7645,0.981,1.646,1.1216,2991.11,0.0099,16465.4,3230.89,14731.43,2171.37,1.572,2.289,FALSE,FALSE,Sep,Q3
27-09-16,30.8,9787.21,0.7579,0.967,1.636,1.1215,2970.84,0.01,16683.93,3240.75,14558.04,2159.93,1.56,2.28,FALSE,FALSE,Sep,Q3
26-09-16,30.76,9731.9,0.7562,0.995,1.659,1.1254,2975.88,0.01,16544.56,3220.28,14619.46,2146.1,1.584,2.32,FALSE,FALSE,Sep,Q3
23-09-16,30.99,9839.97,0.7594,1.042,1.699,1.1226,3032.31,0.0099,16754.02,3275.67,14697.93,2164.69,1.62,2.345,FALSE,FALSE,Sep,Q3
22-09-16,30.99,9887.44,0.7668,1.101,1.732,1.1208,3051.69,0.0099,16754.02,3291.12,14797.18,2177.18,1.618,2.337,FALSE,FALSE,Sep,Q3
21-09-16,31.5,9786.38,0.7633,1.15,1.777,1.1189,2982.18,0.01,16807.62,3266.64,14710.82,2163.12,1.655,2.378,FALSE,FALSE,Sep,Q3
20-09-16,32.12,9676.98,0.7582,1.163,1.79,1.1155,2964.86,0.0098,16492.15,3257.4,14521.98,2139.76,1.693,2.435,FALSE,FALSE,Sep,Q3
19-09-16,32.8,9611.9,0.7573,1.193,1.824,1.1174,2968.31,0.0098,16492.15,3263.12,14496.23,2139.12,1.707,2.453,FALSE,FALSE,Sep,Q3
16-09-16,32.8,9565.39,0.7571,1.19,1.824,1.1155,2935.25,0.0098,16519.29,3263.12,14450.69,2139.16,1.694,2.445,FALSE,FALSE,Sep,Q3
15-09-16,33.89,9706.67,0.7598,1.198,1.839,1.1244,2973.77,0.0098,16405.01,3263.12,14503.67,2147.26,1.698,2.47,FALSE,FALSE,Sep,Q3
14-09-16,32.45,9563.59,0.7579,1.187,1.826,1.125,2964.9,0.0098,16614.24,3238.73,14366.46,2125.77,1.698,2.449,FALSE,FALSE,Sep,Q3
13-09-16,32.89,9524.24,0.759,1.23,1.861,1.122,2974.8,0.0098,16729.04,3260.33,14349.1,2127.02,1.729,2.463,FALSE,FALSE,Sep,Q3
12-09-16,33.23,9818.63,0.7669,1.156,1.787,1.1234,3012.88,0.0098,16672.92,3262.6,14597.14,2159.04,1.666,2.392,FALSE,FALSE,Sep,Q3
09-09-16,33.83,9720.58,0.7664,1.151,1.771,1.1233,3053.2,0.0097,16965.76,3318.04,14540,2127.81,1.675,2.393,FALSE,FALSE,Sep,Q3
08-09-16,34.5,10092.34,0.7732,1.085,1.697,1.1261,3083.54,0.0098,16958.77,3339.56,14803.26,2181.3,1.601,2.307,FALSE,FALSE,Sep,Q3
07-09-16,34.85,10092.34,0.7762,1.004,1.619,1.1239,3091.66,0.0098,17012.44,3340.82,14796.75,2186.16,1.536,2.234,FALSE,FALSE,Sep,Q3
06-09-16,34.7,10070.91,0.7786,1.027,1.624,1.1256,3070.16,0.0099,17081.98,3342.63,14813.02,2186.48,1.536,2.228,FALSE,FALSE,Sep,Q3
05-09-16,35.16,9976.45,0.7735,1.027,1.624,1.1147,3077.66,0.0097,17037.63,3319.68,14813.02,2186.48,1.609,2.288,FALSE,FALSE,Sep,Q3
02-09-16,35.09,9985.8,0.7693,1.063,1.657,1.1156,3079.74,0.0096,16925.68,3314.11,14795.7,2179.98,1.607,2.282,FALSE,FALSE,Sep,Q3
01-09-16,35.16,9756.08,0.7632,1.005,1.62,1.1198,3017.49,0.0097,16926.84,3301.58,14683.91,2170.86,1.568,2.232,FALSE,FALSE,Sep,Q3
31-08-16,34.53,9701.94,0.7631,1.024,1.63,1.1158,3023.13,0.0097,16887.4,3327.79,14597.95,2170.95,1.578,2.231,FALSE,FALSE,Aug,Q3
30-08-16,34.53,9815.42,0.7635,1.022,1.629,1.1143,3030.75,0.0097,16725.36,3311.99,14684.85,2176.12,1.57,2.232,FALSE,FALSE,Aug,Q3
29-08-16,34.24,9819.34,0.7688,1.027,1.629,1.1189,2998.5,0.0098,16737.49,3307.78,14681.97,2180.38,1.563,2.216,FALSE,FALSE,Aug,Q3
26-08-16,34.35,9671.91,0.7691,1.092,1.689,1.1198,3010.36,0.0098,16360.71,3307.09,14639.88,2169.04,1.628,2.287,FALSE,FALSE,Aug,Q3
25-08-16,34.39,9671.21,0.7739,1.066,1.672,1.1283,2987.69,0.0099,16555.95,3308.97,14630.72,2172.47,1.578,2.267,FALSE,FALSE,Aug,Q3
24-08-16,34.58,9670.8,0.7736,1.038,1.65,1.1263,3008.59,0.0099,16597.3,3329.86,14626.24,2175.44,1.563,2.252,FALSE,FALSE,Aug,Q3
23-08-16,34.4,9725.66,0.7744,1.023,1.638,1.1306,2993.73,0.01,16497.36,3341.83,14764.77,2186.9,1.546,2.229,FALSE,FALSE,Aug,Q3
22-08-16,34.51,9685.78,0.7724,1.025,1.641,1.1319,2960.37,0.01,16598.19,3336.79,14748.19,2182.64,1.544,2.239,FALSE,FALSE,Aug,Q3
19-08-16,34.62,9906.59,0.7769,1.078,1.687,1.1326,2968.2,0.01,16545.82,3365.02,14687.46,2183.87,1.58,2.287,FALSE,FALSE,Aug,Q3
18-08-16,34.9,9924.31,0.7823,1.041,1.661,1.1354,2995.3,0.01,16486.01,3364.49,14695.68,2187.02,1.534,2.258,FALSE,FALSE,Aug,Q3
17-08-16,33.5,9953.22,0.7785,1.054,1.664,1.1288,2980.54,0.01,16745.64,3373.05,14697.6,2182.22,1.549,2.259,FALSE,FALSE,Aug,Q3
16-08-16,33.86,9876.92,0.7775,1.065,1.663,1.1278,3016.19,0.01,16596.51,3378.25,14703.44,2178.15,1.575,2.295,FALSE,FALSE,Aug,Q3
15-08-16,33.87,9922.42,0.774,1.046,1.646,1.1184,3046.65,0.0099,16869.56,3393.42,14777.02,2190.15,1.558,2.282,FALSE,FALSE,Aug,Q3
12-08-16,34.4,9778.26,0.7723,1.005,1.617,1.1161,3044.94,0.0099,16919.92,3294.23,14747.45,2184.05,1.51,2.23,FALSE,FALSE,Aug,Q3
11-08-16,34.93,9772.53,0.7697,1.031,1.639,1.1137,3049.03,0.0098,16919.92,3233.36,14796.06,2185.79,1.561,2.275,FALSE,FALSE,Aug,Q3
10-08-16,34.23,9542.83,0.7658,0.992,1.608,1.1176,3018.46,0.0099,16735.12,3243.34,14775.04,2175.49,1.513,2.232,FALSE,FALSE,Aug,Q3
09-08-16,34.49,9673.5,0.7624,1.015,1.633,1.1119,3029.18,0.0098,16764.97,3256.98,14801.23,2181.74,1.549,2.264,FALSE,FALSE,Aug,Q3
08-08-16,35.36,9667.55,0.7602,1.065,1.676,1.1092,2982.92,0.0098,16650.57,3234.18,14755.62,2180.89,1.592,2.306,FALSE,FALSE,Aug,Q3
05-08-16,34.72,9664.3,0.7594,1.071,1.683,1.1086,2973.71,0.0098,16254.45,3205.11,14648.77,2182.87,1.59,2.317,FALSE,FALSE,Aug,Q3
04-08-16,33.91,9651.49,0.7682,1.045,1.635,1.113,2932.34,0.0099,16254.89,3201.29,14528.78,2164.25,1.502,2.253,FALSE,FALSE,Aug,Q3
03-08-16,33.09,9566.52,0.7653,1.098,1.673,1.1149,2911.06,0.0099,16083.11,3193.51,14512.05,2163.79,1.545,2.298,FALSE,FALSE,Aug,Q3
02-08-16,33.53,9419.79,0.7628,1.077,1.673,1.1227,2906.98,0.0099,16391.45,3189.05,14477.01,2157.03,1.554,2.306,FALSE,FALSE,Aug,Q3
01-08-16,33,9517.97,0.762,1.077,1.673,1.1162,2967.31,0.0098,16635.77,3176.81,14477.01,2170.84,1.52,2.264,FALSE,FALSE,Aug,Q3
29-07-16,33.22,9612.2,0.7671,1.028,1.642,1.1174,2990.76,0.0098,16569.27,3203.93,14582.74,2173.6,1.45,2.176,FALSE,FALSE,Jul,Q3
28-07-16,33.13,9510.43,0.7601,1.069,1.684,1.1075,2966.1,0.0095,16476.84,3221.14,14552.72,2170.06,1.508,2.234,FALSE,FALSE,Jul,Q3
27-07-16,33.23,9541.72,0.7582,1.077,1.706,1.1058,2999.48,0.0095,16664.82,3218.24,14546.54,2166.58,1.503,2.216,FALSE,FALSE,Jul,Q3
26-07-16,33.29,9525.07,0.7583,1.123,1.731,1.0987,2978.9,0.0095,16383.04,3269.59,14550,2169.18,1.563,2.285,FALSE,FALSE,Jul,Q3
25-07-16,33.25,9541.8,0.7567,1.107,1.728,1.0994,2973.22,0.0095,16620.29,3230.89,14498.1,2168.48,1.575,2.291,FALSE,FALSE,Jul,Q3
22-07-16,32.43,9562.99,0.7618,1.099,1.732,1.0976,2972.23,0.0094,16627.25,3225.16,14600.66,2175.03,1.566,2.284,FALSE,FALSE,Jul,Q3
21-07-16,31.07,9506.65,0.7641,1.103,1.744,1.1025,2968.49,0.0095,16810.22,3252.52,14565.83,2165.17,1.556,2.29,FALSE,FALSE,Jul,Q3
20-07-16,29.76,9497.8,0.7659,1.124,1.748,1.1015,2966.95,0.0093,16681.89,3237.61,14533.57,2173.02,1.58,2.297,FALSE,FALSE,Jul,Q3
19-07-16,28.98,9515.85,0.7681,1.078,1.713,1.1022,2931.1,0.0094,16723.31,3248.23,14524.61,2163.78,1.558,2.272,FALSE,FALSE,Jul,Q3
18-07-16,28.85,9482.32,0.7725,1.1,1.734,1.1074,2949.17,0.0094,16723.31,3262.02,14532.4,2166.89,1.582,2.294,FALSE,FALSE,Jul,Q3
15-07-16,28.79,9331.69,0.771,1.082,1.708,1.1036,2958.65,0.0095,16497.85,3276.28,14482.42,2161.74,1.558,2.265,FALSE,FALSE,Jul,Q3
14-07-16,28.74,9320.32,0.7757,1.059,1.68,1.112,2963.07,0.0095,16385.89,3276.76,14514.52,2163.75,1.537,2.254,FALSE,FALSE,Jul,Q3
13-07-16,28.67,9171.24,0.7706,1.004,1.615,1.109,2926.14,0.0096,16231.43,3282.87,14493.8,2152.43,1.473,2.171,FALSE,FALSE,Jul,Q3
12-07-16,28.92,9116.52,0.7667,1.059,1.649,1.1059,2933.44,0.0095,16095.65,3273.18,14477.67,2152.14,1.507,2.227,FALSE,FALSE,Jul,Q3
11-07-16,28.84,9062.47,0.7626,0.981,1.559,1.1058,2885.32,0.0098,15708.82,3203.33,14361.88,2137.16,1.43,2.141,FALSE,FALSE,Jul,Q3
08-07-16,28.08,8928.57,0.7667,0.96,1.548,1.1054,2838.01,0.0099,15106.98,3192.28,14259.84,2129.9,1.358,2.098,FALSE,FALSE,Jul,Q3
07-07-16,27.76,8740.75,0.7691,0.979,1.556,1.1063,2780.1,0.0099,15276.24,3209.95,14134.46,2097.9,1.385,2.135,FALSE,FALSE,Jul,Q3
06-07-16,29.02,8722.35,0.7715,0.973,1.553,1.1099,2761.37,0.0099,15378.99,3216.8,14231.06,2099.73,1.373,2.141,FALSE,FALSE,Jul,Q3
05-07-16,29.35,8712.85,0.7704,0.996,1.601,1.1076,2812.88,0.0099,15669.33,3207.38,14219.57,2088.55,1.375,2.155,FALSE,FALSE,Jul,Q3
04-07-16,28.96,8829.96,0.7785,1.045,1.674,1.1156,2862.21,0.0098,15775.8,3204.7,14258.87,2088.55,1.441,2.218,FALSE,FALSE,Jul,Q3
01-07-16,28.93,8781.9,0.7742,1.06,1.713,1.1136,2883.06,0.0098,15682.48,3154.2,14258.87,2102.95,1.456,2.241,FALSE,FALSE,Jul,Q3
30-06-16,28.06,8663.14,0.7737,1.06,1.715,1.1105,2864.74,0.0097,15575.92,3153.92,14064.54,2098.86,1.475,2.289,FALSE,FALSE,Jun,Q2
29-06-16,28.27,8573.15,0.7732,1.128,1.766,1.1125,2832.18,0.0097,15566.83,3151.39,14036.74,2070.77,1.517,2.32,FALSE,FALSE,Jun,Q2
28-06-16,27.62,8406.43,0.7679,1.082,1.729,1.1067,2758.67,0.0097,15323.14,3136.4,13842.69,2036.09,1.465,2.272,FALSE,FALSE,Jun,Q2
27-06-16,27.4,8281.69,0.765,1.079,1.719,1.1026,2697.44,0.0098,15309.21,3120.54,13689.79,2000.54,1.444,2.274,FALSE,FALSE,Jun,Q2
24-06-16,27.83,8426.67,0.7689,1.163,1.798,1.1117,2776.09,0.0098,14952.02,3077.16,13891.88,2037.41,1.562,2.412,FALSE,FALSE,Jun,Q2
23-06-16,28.84,8665.78,0.7838,1.29,1.916,1.1389,3037.86,0.0095,16238.35,3117.32,14131.38,2113.32,1.744,2.555,FALSE,FALSE,Jun,Q2
22-06-16,28,8431.19,0.7786,1.232,1.872,1.1297,2978.31,0.0096,16065.72,3133.96,14003.81,2085.45,1.687,2.501,FALSE,FALSE,Jun,Q2
21-06-16,28.34,8547.07,0.7802,1.252,1.887,1.1242,2967.34,0.0096,16169.11,3106.32,14012.32,2088.9,1.709,2.513,FALSE,FALSE,Jun,Q2
20-06-16,28.58,8464.98,0.781,1.212,1.845,1.1314,2942.88,0.0096,15965.3,3112.67,14015.14,2083.25,1.678,2.487,FALSE,FALSE,Jun,Q2
17-06-16,28.58,8334.76,0.7755,1.12,1.767,1.1277,2849.17,0.0096,15599.66,3110.36,13901.77,2071.22,1.611,2.421,FALSE,FALSE,Jun,Q2
16-06-16,28.27,8313.52,0.7711,1.107,1.762,1.1226,2819.3,0.0095,15434.14,3094.67,13882.41,2077.99,1.579,2.396,FALSE,FALSE,Jun,Q2
15-06-16,27.87,8230.7,0.7744,1.081,1.758,1.1259,2830.3,0.0094,15919.58,3116.37,13923.45,2071.5,1.575,2.41,FALSE,FALSE,Jun,Q2
14-06-16,27.76,8184.43,0.7769,1.119,1.783,1.1208,2797.18,0.0094,15859,3075.98,13884.23,2075.32,1.613,2.423,FALSE,FALSE,Jun,Q2
13-06-16,28.15,8352.5,0.7791,1.112,1.783,1.1292,2853.52,0.0094,16019.18,3066.34,13993.88,2079.06,1.613,2.426,FALSE,FALSE,Jun,Q2
10-06-16,28.98,8306.11,0.7822,1.132,1.8,1.1251,2911.11,0.0094,16601.36,3066.34,14037.54,2096.07,1.644,2.455,FALSE,FALSE,Jun,Q2
